S20902020014 05262978172736251112050241128128          0526297817                                                               
D201202511120897761   0114987155165586ÒÎËÞÙÊ²ºÞ³¼ÞÖ³LD¢Ä-Ü       PTP      100T00001000002077000002077000023602807  D0007        
D201202511120897768   0114987155165586ÒÎËÞÙÊ²ºÞ³¼ÞÖ³LD¢Ä-Ü       PTP      100T00002000002077000004154000023602807  D0007        
D201202511120898034   0114987058231289¼Þ±¾ÞÊßÑ¼ÞÖ³2MG¢±ÒÙ£   2MG PTP      100T00001000000510000000510000005902805  2518         
D201202511120898035   0114987901128605±ÑÛ¼ÞËßÝ¼ÞÖ³5MG¢VTRS   5MG PTP      100T00001000000883000000883000010402810  MD6335       
D201202511120898035   0214987080030416³Ù¿ÃÞµ·¼º-Ù»Ý¼ÞÖ³100 100MG PTP      100T00003000000943000002829000010402806  B25601       
D201202511120898035   0314987080267461µ¾ÙÀÐËÞÙ¶Ìß¾Ù75MG¢»Ü  75MG PTP     10CAP00002000001013000002026000011162610  120X10       
D201202511120898035   0414987233102878½-¸Þ×¼ÞÖ³50MG         50MG PTP      100T00001000013174000013174000149702709  24098Y1      
D201202511120898035   0514987233105343½-¼ÞÔÇÊ²ºÞ³¼ÞÖ³            PTP      100T00001000015734000015734000178802801  25020M1      
D201202511120898036   0114987081103560ÃÞÉÀ½ÁÕ±ÌÞÙÊ²ºÞ³¼ÞÖ³        SP       60T00006000000605000003630000006782805  H5960        
D201202511120898036   0214987770529800ÊßÙÓÃÞ²±XR¼ÞÖ³0.2MG  0.2MG PTP      100T00001000005340000005340000060002806  LD5I         
D201202511120898036   0314987901130202ÌßÚ¶ÞÊÞØÝOD¼ÞÖ³25MG¢  25MG PTP      100T00002000001002000002004000011402801  ML3329       
D201202511120898036   0414987155165722ÒÎËÞÙÊ²ºÞ³¼ÞÖ³HD¢Ä-Ü       PTP      100T00001000002050000002050000023302806  D0024        
D201202511120898036   0514987081186907Û½ÊÞ½ÀÁÝ¼ÞÖ³2.5MG¢DS 2.5MG PTP      100T00001000000925000000925000010402710  94340        
D201202511120898037   0114987306014503Ûº±Ã-Ìß                10X14CM 7Ï²X10Ì¸Û00001000002052000002052000023312706  055X1        
D201202511120898037   0214987616003631ÍßÝÆ-ÄÞÙ Ìß×½ 32G      32G 4MM    14ÎÝX500004000001081000004324000000003006  RS7G11B-1    
D201202511120898038   0114987616003167ÄÚ¼-ÊÞÁÕ³ÌÚÂ¸½ÀÂÁ         300U     3MLX200001000003292000003292000036822707  RP5S589      
D201202511120898038   0214987616002467ÉÎÞ×ËßÂÄÞÁÕ³ÌÚÂ¸½ÍßÝ      300U     3MLX200002000002314000004628000025862704  RT6JE44      
D201202511120898329   0114987413580717ÚÝÄÞÙÐÝ¼ÞÖ³0.25MG   0.25MG PTP      100T00001000000884000000884000010602705  589003       
D201202511120898330   0114987080267461µ¾ÙÀÐËÞÙ¶Ìß¾Ù75MG¢»Ü  75MG PTP     10CAP00001000001013000001013000011162610  120X10       
D201202511120898330   0214987896011210¶ÛÅ-Ù¼ÞÖ³500¹²¼ÞÖ³ÍÝ 500MG PTP      100T00001000001006000001006000011302807  2507221      
D201202511120898330   0314987185809900¼ÞÔÇËÞ±¼ÞÖ³50MG       (¶Â¾Ý²Ø) PTP  100T00001000007044000007044000082102702  Z013531      
D201202511120898330   0414987116530316ÒÄÎÙÐÝ´Ý»Ý´Ý¼ÞÖ³250M 250MG PTP      100T00001000000869000000869000010402711  F7T01        
D201202511120898330   0514987081189939Û·¿ÌßÛÌ´ÝNAÃ-Ìß50MG¢      50MG    7Ï²X1000001000000763000000763000008892805  60825        
D201202511120898475   0114987087043372¿ÞÌÙ-»Þ¶ØÕ³2%ÌÞÝÎß³         2%  0.5GX2Î³00003000002968000008904000033322805  1003         
E200000260000242511120502                                                                                                       
S20901660013 05262978170000251111220828128128          0526297817                                                               
D2012025111232140     0114987123154185À¹ÙÀÞ Ê²ºÞ³¼ÞÖ³       PTP           100T00001000001649000001649000019402708  KJ051        
D2012025111232140     0214987123416627ÎÞ¸ÞØÎÞ-½ OD¼ÞÖ³ 0.3£ PTP  0.3MG    100T00001000000874000000874000010402801  LB031        
D2012025111232140     0314987614410608ÄÞÈÍß¼ÞÙ´Ý»Ý´Ý OD ¼ÞÄÞ£  PTP  5MG  14TX400001000001171000001171000013162707  P0048        
D2012025111232140     0414987476170306±ÑÊÞÛ Ê²ºÞ³¼ÞÖ³ ¢YD£  PTP           100T00001000001382000001382000015202802  Y25C02       
D2012025111232140     0514987916002211ÀÑ½Û¼Ý´Ý»Ý´Ý OD ¼ÞÖ³¼Þ£ PTP 0.2MG 14TX1000001000001863000001863000021002804  01412        
D2012025111232141     0114987058565032ÌÙÆÄ×¾ÞÊßÑ ¼ÞÖ³ 1MG   PTP    1MG    100T00001000000518000000518000005902805  2508         
D2012025111232588     0114987846115111¼ÞÝÀ½ ¼ÞÖ³ 50MG       PTP   50MG    100T00001000020752000020752000232902706  ADGM2        
E200000090000072511112208                                                                                                       
